destination,hour,weekend,temperature,humidity,crowd
Kodaikanal,6,0,19,77,83
Yercaud,9,0,16,92,83
Ooty,13,1,16,64,100
Coorg,18,0,23,50,100
Yercaud,10,1,17,89,100
Kodaikanal,14,1,27,74,100
Coorg,9,1,16,72,97
Kodaikanal,13,1,27,82,100
Ooty,7,1,21,88,100
Coorg,9,1,25,81,100
Ooty,15,0,26,76,100
Coorg,15,0,22,68,100
Yercaud,18,0,29,60,100
Munnar,17,1,20,63,100
Coorg,10,1,30,85,100
Yercaud,15,1,26,58,100
Coorg,6,0,28,58,80
Coorg,20,0,22,95,100
Ooty,10,0,26,58,84
Coorg,15,0,23,75,100
Kodaikanal,15,0,15,51,88
Yercaud,10,1,26,86,100
Coorg,13,0,24,56,96
Yercaud,10,1,21,89,100
Coorg,15,0,27,80,100
Munnar,6,0,24,51,73
Yercaud,20,0,30,75,100
Munnar,19,0,26,75,100
Coorg,16,1,15,91,100
Yercaud,20,1,16,75,100
Coorg,7,1,26,69,100
Yercaud,9,0,24,88,93
Coorg,9,1,29,92,100
Yercaud,16,0,23,57,100
Munnar,9,0,27,89,94
Yercaud,15,0,18,91,98
Coorg,12,0,21,60,96
Ooty,18,0,18,62,96
Ooty,7,1,24,73,100
Coorg,15,1,19,73,100
Munnar,14,1,25,70,100
Munnar,13,1,23,91,100
Coorg,10,0,26,68,100
Kodaikanal,11,1,20,76,100
Kodaikanal,15,1,23,63,100
Munnar,8,1,23,87,100
Munnar,19,1,27,67,100
Coorg,7,0,20,78,92
Kodaikanal,20,1,30,76,100
Coorg,7,0,23,62,80
Ooty,12,0,25,77,98
Munnar,12,1,15,85,100
Yercaud,18,0,18,65,98
Munnar,6,1,15,71,88
Munnar,12,0,16,55,73
Kodaikanal,16,0,26,53,100
Coorg,8,1,15,82,93
Coorg,11,1,27,90,100
Kodaikanal,15,0,29,52,100
Yercaud,10,1,23,86,100
Munnar,12,0,27,68,100
Munnar,13,1,19,86,100
Munnar,6,0,24,86,90
Coorg,20,1,17,95,100
Yercaud,8,1,29,61,100
Yercaud,6,1,15,94,89
Ooty,16,1,21,76,100
Kodaikanal,15,1,29,72,100
Kodaikanal,7,0,18,64,79
Ooty,11,0,23,67,88
Ooty,7,1,24,62,98
Coorg,12,0,21,91,100
Kodaikanal,16,0,16,84,100
Munnar,20,0,26,51,100
Ooty,8,1,18,90,100
Yercaud,9,0,26,81,100
Kodaikanal,16,0,22,71,100
Munnar,10,0,20,65,86
Yercaud,6,1,26,58,95
Kodaikanal,13,0,15,77,83
Munnar,17,1,24,91,100
Kodaikanal,11,1,17,50,100
Munnar,18,0,18,61,99
Yercaud,14,1,28,73,100
Coorg,7,1,19,70,87
Yercaud,11,0,27,55,100
Munnar,11,1,30,62,100
Ooty,6,1,15,58,82
Coorg,11,0,24,85,95
Yercaud,18,1,20,84,100
Munnar,14,1,30,75,100
Kodaikanal,18,1,25,68,100
Kodaikanal,6,1,25,80,100
Yercaud,15,0,26,58,99
Yercaud,19,0,27,84,100
Coorg,14,0,23,50,92
Kodaikanal,14,0,18,52,94
Ooty,11,0,22,68,89
Yercaud,18,1,17,70,100
Ooty,16,0,30,56,100
Munnar,19,1,17,59,100
Munnar,13,0,24,50,85
Yercaud,12,1,29,88,100
Yercaud,9,0,30,73,93
Kodaikanal,20,1,22,87,100
Yercaud,17,1,16,94,100
Kodaikanal,6,0,26,61,83
Munnar,18,1,17,60,100
Ooty,11,0,25,85,94
Kodaikanal,15,0,23,66,100
Kodaikanal,12,1,20,68,100
Yercaud,11,0,17,74,91
Coorg,16,0,25,71,100
Ooty,7,0,25,93,89
Yercaud,13,0,30,91,100
Yercaud,10,1,29,85,100
Ooty,12,1,25,69,100
Ooty,9,1,18,65,92
Munnar,12,0,26,78,100
Kodaikanal,17,0,29,73,100
Kodaikanal,18,0,28,67,100
Kodaikanal,17,0,22,66,100
Coorg,7,1,19,73,100
Ooty,6,1,21,91,100
Ooty,12,0,16,94,99
Ooty,18,1,19,59,100
Yercaud,11,1,27,54,100
Kodaikanal,11,0,20,84,100
Coorg,15,0,18,70,100
Yercaud,8,1,24,64,99
Kodaikanal,14,0,30,63,100
Kodaikanal,11,0,23,90,96
Ooty,13,0,17,72,94
Yercaud,9,1,15,75,100
Kodaikanal,13,1,18,58,100
Yercaud,20,1,25,84,100
Yercaud,20,0,16,94,100
Munnar,20,1,21,53,100
Coorg,6,0,27,72,88
Yercaud,16,0,17,87,100
Coorg,11,0,20,75,85
Munnar,8,0,21,50,82
Kodaikanal,8,1,24,88,100
Kodaikanal,11,1,30,68,100
Munnar,13,0,27,65,100
Yercaud,6,1,20,68,96
Yercaud,19,0,22,94,100
Kodaikanal,6,1,30,80,100
Ooty,7,1,17,90,100
Ooty,9,0,25,52,94
Yercaud,17,0,24,72,100
Munnar,15,1,17,65,100
Kodaikanal,14,0,21,62,100
Ooty,6,0,15,86,73
Munnar,6,1,24,85,100
Munnar,10,1,25,55,100
Munnar,19,0,23,94,100
Kodaikanal,8,1,19,50,88
Kodaikanal,9,1,22,54,91
Coorg,14,1,25,67,100
Ooty,11,0,18,95,97
Coorg,13,1,15,51,93
Munnar,13,1,17,73,100
Ooty,7,1,26,82,100
Ooty,15,1,28,61,100
Yercaud,6,1,15,58,86
Coorg,13,0,20,61,95
Kodaikanal,17,0,27,83,100
Coorg,11,0,22,54,91
Coorg,18,1,19,95,100
Coorg,7,0,29,53,91
Kodaikanal,10,0,22,64,98
Kodaikanal,7,1,21,50,97
Coorg,10,1,19,58,93
Coorg,20,0,21,71,100
Coorg,8,0,29,74,100
Kodaikanal,18,1,29,64,100
Ooty,15,0,26,93,100
Ooty,17,0,30,80,100
Yercaud,17,0,18,77,100
Coorg,13,1,21,89,100
Yercaud,9,1,30,76,100
Yercaud,20,1,23,59,100
Coorg,18,1,20,86,100
Munnar,14,1,16,76,100
Munnar,10,0,16,66,90
Ooty,19,0,17,76,100
Munnar,16,0,17,80,100
Kodaikanal,6,0,27,86,83
Coorg,16,0,28,58,100
Yercaud,6,1,16,73,98
Yercaud,13,0,28,69,100
Yercaud,7,1,26,87,100
Ooty,13,1,24,63,100
Coorg,20,1,29,50,100
Yercaud,16,1,25,82,100
Coorg,13,0,30,87,100
Kodaikanal,9,0,17,58,73
Kodaikanal,14,1,17,60,100
Munnar,14,0,19,83,100
Munnar,15,1,19,75,100
Yercaud,13,0,25,65,100
Ooty,14,0,25,51,100
Kodaikanal,11,1,21,76,100
Kodaikanal,14,0,28,93,100
Yercaud,8,1,25,81,100
Coorg,18,0,30,63,100
Yercaud,7,0,16,78,72
Munnar,19,1,23,64,100
Ooty,7,1,27,70,100
Yercaud,11,1,24,57,100
Munnar,6,0,29,74,100
Yercaud,16,1,17,89,100
Coorg,19,0,24,70,100
Ooty,13,0,30,67,100
Kodaikanal,20,0,29,90,100
Yercaud,16,0,29,81,100
Ooty,16,1,24,75,100
Munnar,17,0,15,51,100
Yercaud,11,1,15,73,96
Coorg,11,0,29,79,100
Yercaud,14,0,25,95,100
Kodaikanal,11,0,25,78,97
Yercaud,12,1,24,64,100
Coorg,19,1,16,90,100
Coorg,6,1,29,76,100
Coorg,14,0,23,51,98
Yercaud,16,0,18,86,100
Munnar,18,0,29,61,100
Ooty,18,1,18,55,100
Coorg,9,0,15,75,80
Ooty,14,1,30,73,100
Munnar,12,0,19,89,100
Kodaikanal,16,1,22,85,100
Yercaud,10,0,28,71,92
Ooty,17,1,21,71,100
Yercaud,6,1,19,59,93
Yercaud,11,1,26,65,100
Coorg,19,0,29,52,100
Kodaikanal,8,0,19,51,66
Coorg,17,0,25,64,100
Kodaikanal,15,0,15,89,96
Ooty,11,1,20,66,99
Kodaikanal,20,0,15,76,100
Coorg,9,1,18,85,100
Munnar,7,0,22,70,83
Kodaikanal,7,1,17,61,96
Yercaud,11,1,16,67,100
Munnar,15,0,29,66,100
Ooty,16,1,30,70,100
Coorg,7,0,15,93,85
Ooty,16,1,19,75,100
Ooty,11,0,18,69,79
Coorg,13,1,25,70,100
Munnar,14,1,25,51,100
Yercaud,14,1,28,81,100
Coorg,18,0,23,52,100
Ooty,13,0,22,86,96
Yercaud,6,0,18,77,69
Ooty,12,0,18,75,100
Kodaikanal,14,0,21,59,87
Kodaikanal,12,1,30,86,100
Ooty,10,1,27,80,100
Coorg,15,0,18,94,100
Ooty,11,1,15,89,100
Ooty,7,0,23,75,87
Yercaud,9,1,22,60,99
Yercaud,18,1,21,89,100
Yercaud,19,0,18,79,100
Coorg,8,0,24,75,84
Coorg,13,0,27,93,100
Munnar,7,0,28,59,91
Coorg,11,0,17,58,75
Yercaud,14,1,15,81,100
Munnar,16,0,19,62,93
Ooty,7,1,26,83,100
Munnar,12,1,17,62,100
Coorg,6,1,22,83,100
Kodaikanal,7,1,20,85,100
Munnar,15,1,24,81,100
Munnar,7,0,22,66,85
Yercaud,18,0,16,52,100
Coorg,14,0,21,59,100
Yercaud,11,0,23,76,87
Coorg,12,0,26,68,100
Yercaud,13,1,22,73,100
Ooty,12,0,25,63,100
Ooty,10,1,19,82,100
Ooty,20,1,25,75,100
Yercaud,19,1,24,66,100
Yercaud,20,0,28,66,100
Coorg,20,0,24,82,100
Kodaikanal,18,1,20,55,100
Yercaud,18,0,30,53,100
Munnar,15,0,18,70,99
Coorg,9,0,15,57,82
Yercaud,17,1,22,70,100
Coorg,20,0,21,61,100
Coorg,15,1,26,51,100
Munnar,6,0,25,80,82
Coorg,6,0,27,80,96
Yercaud,12,1,23,79,100
Coorg,15,0,23,65,100
Ooty,10,0,22,94,95
Kodaikanal,20,0,28,91,100
Coorg,16,1,27,52,100
Kodaikanal,11,0,24,87,100
Coorg,15,1,18,66,100
Kodaikanal,9,0,27,87,100
Yercaud,9,1,15,95,100
Yercaud,9,0,30,93,100
Kodaikanal,7,0,22,91,92
Kodaikanal,19,1,15,73,100
Ooty,11,1,15,81,97
Ooty,9,1,28,78,100
Munnar,16,0,15,53,95
Munnar,17,1,30,89,100
Coorg,18,0,16,63,100
Coorg,9,1,20,94,100
Yercaud,12,0,15,81,84
Ooty,18,0,25,58,100
Ooty,11,1,30,76,100
Ooty,12,1,20,83,100
Yercaud,8,1,16,65,96
Coorg,9,0,19,80,85
Coorg,19,1,26,71,100
Ooty,6,0,30,61,95
Yercaud,18,1,20,61,100
Coorg,16,1,15,62,100
Yercaud,7,1,15,64,92
Coorg,8,0,19,69,84
Coorg,12,0,24,64,100
Yercaud,10,0,30,92,100
Munnar,17,0,21,58,97
Yercaud,6,0,24,67,76
Coorg,14,0,21,79,100
Yercaud,9,1,19,85,100
Munnar,15,0,17,52,90
Yercaud,14,1,27,55,100
Coorg,20,1,15,56,100
Kodaikanal,14,1,25,76,100
Ooty,10,1,30,67,100
Munnar,19,0,18,61,100
Kodaikanal,16,1,18,66,100
Ooty,7,1,25,71,100
Ooty,9,1,30,52,100
Kodaikanal,20,1,16,78,100
Coorg,10,1,29,61,100
Ooty,8,1,15,60,81
Yercaud,10,1,28,50,100
Kodaikanal,7,1,24,66,97
Yercaud,18,0,28,81,100
Coorg,15,0,16,64,100
Ooty,12,1,24,52,100
Coorg,7,0,29,78,98
Yercaud,17,1,22,71,100
Ooty,8,0,25,58,77
Munnar,9,1,28,62,100
Coorg,20,0,19,90,100
Ooty,17,1,19,71,100
Kodaikanal,10,1,24,90,100
Ooty,9,1,18,54,99
Yercaud,11,1,15,71,100
Yercaud,17,0,15,77,94
Munnar,18,1,16,59,100
Ooty,10,1,18,92,100
Ooty,16,1,18,85,100
Kodaikanal,18,1,18,91,100
Coorg,20,0,28,84,100
Munnar,12,1,29,64,100
Kodaikanal,13,1,17,83,100
Munnar,11,1,24,93,100
Kodaikanal,20,1,22,76,100
Coorg,6,0,22,77,74
Ooty,8,1,22,80,100
Coorg,17,1,27,87,100
Kodaikanal,7,1,20,56,86
Yercaud,19,1,21,58,100
Coorg,9,0,16,51,74
Yercaud,20,0,24,67,100
Kodaikanal,17,1,29,64,100
Yercaud,7,1,18,92,100
Munnar,13,0,16,80,100
Munnar,11,0,26,63,93
Munnar,14,0,22,71,97
Kodaikanal,16,0,30,78,100
Coorg,10,1,18,91,100
Munnar,10,1,20,73,100
Kodaikanal,11,1,28,90,100
Kodaikanal,15,1,18,64,100
Munnar,14,1,28,77,100
Coorg,6,1,16,58,79
Munnar,17,0,23,78,100
Ooty,15,0,15,57,84
Yercaud,10,0,18,81,93
Ooty,16,1,16,92,100
Coorg,15,0,17,94,100
Kodaikanal,7,0,23,91,94
Yercaud,7,0,15,80,65
Ooty,7,1,26,69,100
Munnar,15,0,28,62,100
Kodaikanal,16,1,23,69,100
Yercaud,12,0,19,74,99
Ooty,20,1,22,93,100
Coorg,13,0,16,90,100
Coorg,15,0,21,95,100
Yercaud,16,0,21,90,100
Coorg,16,1,18,54,100
Yercaud,6,1,23,74,100
Coorg,19,0,27,50,100
Yercaud,14,0,17,62,83
Munnar,20,0,27,74,100
Munnar,19,1,24,74,100
Kodaikanal,20,0,28,59,100
Ooty,19,0,15,93,100
Coorg,9,0,17,89,95
Munnar,10,0,18,87,99
Ooty,16,0,19,79,100
Kodaikanal,19,0,15,91,100
Kodaikanal,20,1,24,75,100
Kodaikanal,7,0,30,51,79
Ooty,11,0,26,73,96
Coorg,8,1,18,56,88
Yercaud,11,1,18,54,95
Yercaud,12,0,23,57,89
Munnar,20,0,17,66,100
Yercaud,11,0,25,92,100
Yercaud,8,1,19,93,100
Kodaikanal,19,1,20,51,100
Yercaud,16,1,28,55,100
Kodaikanal,17,1,23,78,100
Ooty,10,1,25,76,100
Kodaikanal,10,0,29,77,100
Munnar,9,0,17,70,89
Coorg,14,0,25,72,100
Kodaikanal,13,1,16,93,100
Yercaud,18,0,26,80,100
Kodaikanal,16,0,28,85,100
Coorg,10,0,25,86,99
Munnar,9,0,21,50,83
Ooty,12,1,30,77,100
Ooty,19,0,28,70,100
Munnar,17,0,26,73,100
Munnar,13,0,22,57,92
Coorg,10,0,15,84,81
Yercaud,12,1,24,53,100
Coorg,18,0,23,62,100
Yercaud,9,1,17,77,100
Yercaud,12,0,30,76,100
Coorg,20,0,20,58,100
Coorg,17,0,22,55,100
Ooty,17,1,15,59,100
Yercaud,19,0,22,52,100
Coorg,13,0,20,73,97
Coorg,19,1,16,60,100
Coorg,12,0,24,63,99
Munnar,15,0,22,61,98
Ooty,16,0,20,60,95
Coorg,15,1,24,76,100
Yercaud,14,0,24,79,100
Kodaikanal,17,1,28,64,100
Ooty,15,1,19,87,100
Kodaikanal,8,0,29,86,91
Coorg,15,1,30,79,100
Yercaud,20,0,29,76,100
Yercaud,9,1,22,85,100
Coorg,7,0,24,77,95
Coorg,12,0,27,80,100
Munnar,12,0,23,69,100
Yercaud,12,1,21,55,100
Munnar,17,1,26,86,100
Ooty,17,0,27,72,100
Yercaud,17,1,19,80,100
Munnar,9,1,26,65,100
Kodaikanal,10,1,19,89,100
Ooty,16,0,30,75,100
Munnar,18,1,17,87,100
Yercaud,17,0,29,84,100
Ooty,8,1,25,90,100
Munnar,20,0,21,72,100
Kodaikanal,8,0,29,78,99
Yercaud,15,0,23,88,100
Kodaikanal,13,0,26,62,100
Ooty,13,1,24,59,100
Coorg,6,1,18,69,86
Coorg,16,1,19,94,100
Munnar,19,1,24,94,100
Ooty,13,0,16,60,77
Yercaud,14,1,22,73,100
Munnar,9,0,23,81,88
Coorg,16,0,22,93,100
Coorg,17,0,30,91,100
Ooty,14,1,25,58,100
Kodaikanal,12,1,23,64,100
Ooty,14,1,18,50,100
Ooty,12,1,19,57,100
Munnar,17,0,15,79,100
Coorg,11,0,17,82,94
Coorg,20,1,22,78,100
Coorg,19,0,25,95,100
Yercaud,11,1,16,94,100
Kodaikanal,16,1,26,79,100
Yercaud,9,0,17,55,66
Ooty,10,0,18,86,93
Munnar,17,1,30,64,100
Ooty,15,0,28,86,100
Munnar,14,1,22,51,100
Kodaikanal,7,1,18,51,97
Coorg,20,1,18,71,100
Coorg,20,1,29,82,100
Munnar,11,1,26,90,100
Coorg,20,0,16,56,100
Munnar,19,1,15,52,100
Ooty,14,1,17,68,100
Ooty,16,0,17,73,100
Ooty,6,1,26,90,100
Coorg,14,0,17,95,100
Coorg,11,1,29,94,100
Ooty,9,0,27,95,100
Yercaud,11,1,27,69,100
Munnar,9,1,22,87,100
Kodaikanal,7,0,17,78,76
Ooty,9,1,26,75,100
Munnar,10,0,15,50,70
Coorg,12,1,24,53,100
Ooty,20,1,16,85,100
Yercaud,9,1,16,51,82
Yercaud,20,0,15,86,100
Coorg,7,1,26,91,100
Yercaud,18,1,29,69,100
Kodaikanal,6,1,30,92,100
Yercaud,16,1,22,80,100
Kodaikanal,13,0,24,53,100
Ooty,9,1,29,65,100
Coorg,14,0,18,78,94
Yercaud,20,1,17,53,100
Munnar,7,0,25,51,68
Coorg,17,0,30,64,100
Coorg,11,1,18,64,100
Yercaud,10,1,22,57,100
Ooty,15,0,15,63,95
Ooty,19,0,30,64,100
Ooty,19,0,16,93,100
Yercaud,7,1,17,80,91
Yercaud,6,1,27,69,100
Ooty,6,0,17,56,56
Munnar,10,0,16,67,70
Yercaud,15,0,27,75,100
Coorg,15,1,23,76,100
Ooty,17,0,30,73,100
Kodaikanal,9,0,30,61,100
Coorg,10,1,16,89,99
Ooty,9,1,25,94,100
Munnar,8,1,17,74,93
Yercaud,10,1,24,79,100
Munnar,8,1,25,55,95
Yercaud,18,1,23,71,100
Ooty,19,1,29,64,100
Munnar,15,1,18,88,100
Kodaikanal,12,1,23,84,100
Munnar,19,0,29,67,100
Munnar,20,1,26,74,100
Ooty,10,0,19,68,81
Ooty,20,1,20,78,100
Ooty,10,0,20,83,100
Munnar,10,0,30,83,100
Ooty,10,0,21,80,83
Yercaud,11,1,17,64,100
Kodaikanal,7,0,20,79,73
Ooty,10,0,30,65,100
Coorg,8,1,22,54,100
Coorg,6,1,30,77,100
Coorg,18,0,23,93,100
Ooty,17,1,30,61,100
Kodaikanal,11,1,21,64,100
Kodaikanal,17,1,16,85,100
Yercaud,10,1,24,50,100
Yercaud,11,1,17,54,100
Ooty,11,0,18,70,98
Munnar,19,0,16,63,100
